threshold,f1,precision,recall
0.0,0.13134328358208955,0.07028753993610223,1.0
0.1,0.13134328358208955,0.07028753993610223,1.0
0.2,0.13301241449201925,0.07127341840890579,0.9943181818181818
0.3,0.14401756311745334,0.07803949559838211,0.9318181818181818
0.4,0.15600955160520033,0.09071274298056156,0.5568181818181818
0.5,0.08312020460358056,0.1279527559055118,0.061553030303030304
0.6,0.0,0.0,0.0
0.7,0.0,0.0,0.0
0.8,0.0,0.0,0.0
0.9,0.0,0.0,0.0
1.0,0.0,0.0,0.0
